internal,internal2,internal3,
16022.3,11306.1,37352.5,37450.7,36048.1,39910.3,24914.1,
15255.4,14293.4,38783.2,37745.0,38313.3,40389.3,23807.2,
14968.6,11449.5,36337.0,37279.5,38512.9,40522.4,24194.1,
17988.7,12526.9,37045.9,37302.1,36349.0,40779.2,24540.1,
14278.7,13200.2,37068.1,36168.3,37988.7,38854.5,24146.1,
17340.3,10270.2,36128.9,38075.3,38714.6,41395.7,24466.6,
14428.6,11174.4,34683.1,37169.9,36447.0,41334.4,24646.3,
14199.4,11404.3,36341.6,37634.9,38945.5,40263.0,23682.1,
16887.0,10004.6,36297.4,38095.9,38505.3,41796.3,24704.1,
14849.8,11088.4,37063.4,37183.6,37996.1,40148.1,24389.6,
11801.9, 9172.9,37188.0,35169.6,37174.9,40849.2,24441.1,
14856.9, 8718.4,37162.4,38297.1,36891.2,39968.4,24210.2,
16410.3, 9261.5,36740.5,36009.5,35354.3,41563.5,24293.6,
13389.6,12211.8,35718.5,32146.6,37027.6,39595.1,24578.4,
14375.9,11919.8,37093.8,33741.2,38093.7,41240.5,24394.3,
15444.7,10536.2,37624.7,36841.2,35846.8,39728.6,24339.1,
16093.7,11859.8,36683.4,38512.8,36449.4,41594.3,24872.1,
14652.6, 9572.5,36261.6,36672.8,38140.3,39766.1,24188.2,
16908.7, 6259.7,35803.7,36852.9,36016.8,42330.1,24047.6,
14577.6, 9622.8,38024.4,33464.1,37257.5,41666.6,24206.9,
15376.7, 8849.4,35948.6,35588.3,37466.7,40416.9,24427.0,
17808.5, 8537.8,35935.1,37333.0,35200.7,41407.6,24109.6,
15956.0, 6431.0,37110.1,37693.6,37379.4,40314.2,25104.3,
16358.4, 5332.4,38484.0,35894.5,39132.2,41405.4,24842.4,
12534.1, 6473.8,36153.6,35302.5,36543.6,40005.0,24913.8,
14200.8, 6158.2,36378.8,38495.8,37028.8,41341.4,25000.4,
13500.7, 6212.2,35991.3,36361.3,36953.4,40499.5,25086.2,
14822.4, 7937.5,35598.1,36371.6,36963.3,41011.2,24451.9,
14649.9, 7327.7,35355.0,37238.9,36848.4,40468.9,24929.0,
14668.1, 9075.2,36860.7,36812.0,36101.3,39912.5,24849.9,
16784.8, 9298.2,36332.7,37450.7,37950.0,41162.5,24648.4,
14690.7,10861.8,37911.4,37407.9,36919.9,39311.1,25174.9,
14276.3,10851.8,36932.6,36927.3,37412.5,40824.1,24338.6,
16231.9,10825.9,35964.8,37337.4,37577.4,40335.8,24477.4,
15500.7,12464.0,37494.2,36458.4,37081.7,41575.4,23830.7,
14635.2,10355.5,35271.1,38553.3,37344.1,40050.9,24474.6,
15177.9,11492.2,36333.7,36630.1,37334.9,40977.3,24102.9,
14685.9,11226.3,36559.7,38925.1,37059.8,40587.0,24523.7,
14416.5,10105.6,38344.1,37080.6,37590.1,40965.0,24310.6,
14851.0,10784.4,37561.6,36856.2,38905.6,40518.5,24723.0,
14762.4,10954.7,36356.4,38465.9,35952.9,40408.8,24182.8,
15287.6, 5624.5,38111.4,37581.3,33594.9,37663.7,24533.1,
17311.9, 9240.0,36316.5,37923.4,35374.4,40482.1,24447.5,
12891.2,10071.6,35645.6,37937.2,35185.8,40378.1,24847.1,
14602.0,11569.1,36410.9,37080.6,36081.2,40833.5,24502.4,
16407.5,10178.7,35634.1,35246.2,37546.6,39612.2,23971.6,
16649.7,11183.5,34078.6,36582.5,36857.2,41162.8,24261.1,
14351.8, 7808.7,36659.0,37661.7,35761.4,40251.9,24392.0,
17508.9,11135.6,35661.1,36408.0,36743.6,41419.8,24241.4,
15338.0,10964.1,36195.7,36778.7,36460.9,41744.6,24819.0,
14577.9,11186.7,37857.1,38057.4,37274.0,39599.1,24581.5,
14425.0, 9996.4,29443.8,35732.5,36850.9,41827.9,23659.8,
14326.9,11333.9,37571.3,36741.5,37393.4,38715.5,22961.7,
14733.9,10376.0,35817.1,36406.5,37776.4,40360.0,23820.3,
16823.0,10812.3,35946.7,36575.5,36544.0,40510.0,24198.8,
15745.8,10969.4,36766.3,36217.8,37844.6,40497.1,24668.9,
14149.8,10315.3,36785.9,35040.1,36997.8,38665.6,24471.7,
16106.9, 8901.7,35384.8,38198.5,35738.7,40004.8,24379.2,
15121.1, 8953.6,37446.8,38263.4,37180.0,40295.0,23882.4,
15261.4,11588.3,37657.4,37147.6,36416.6,40559.0,24605.1,
14161.2,12082.4,37169.6,36027.9,37324.5,39279.4,24095.9,
14418.4,12061.5,36547.9,37644.9,36631.9,41132.5,22442.7,
14111.8, 8729.4,36503.9,37130.7,37607.4,39890.0,23602.6,
15868.9,15064.8,38071.6,35597.7,36716.9,40756.4,22306.0,
14377.6,11848.4,35189.6,36091.7,37481.0,39781.3,25123.3,
15873.0,11252.6,35820.7,36723.7,38796.2,38927.9,25142.3,
16627.7,11651.3,35356.2,35776.9,36019.1,39968.8,24701.9,
15520.9,10989.5,37207.4,24040.7,37433.6,40467.3,25007.6,
16879.4, 9372.7,36028.4,35576.8,38316.8,39242.9,24836.1,
14202.9,12317.5,36975.8,36364.5,36494.5,40694.3,24691.4,
15147.1,11956.5,36270.6,33887.5,35797.7,38922.1,24593.0,
15019.4,10877.1,36928.8,35415.6,37250.8,39805.3,25036.8,
13755.5,11723.3,37557.7,37420.5,36424.1,38572.3,24803.6,
14469.6,11836.0,36742.1,37150.9,35256.1,41270.9,24637.6,
15539.9,10418.0,36325.0,37558.5,35400.0,39859.0,24894.3,
14472.4,12265.6,36620.3,36726.9,36420.7,41235.9,25004.7,
13822.1,12923.4,37010.5,37360.2,36956.9,39824.5,24595.6,
12956.7,11681.6,36093.9,37089.0,36249.4,40416.0,24945.6,
14317.0,10691.8,36123.0,35178.8,37099.3,40560.9,25012.2,
12806.5,10958.6,34488.4,37915.3,37796.4,41141.1,24401.2,
14222.0,10982.3,36875.0,36766.7,37124.6,40100.0,25052.6,
14640.6,11643.1,35661.5,36090.5,37177.8,40860.5,25206.4,
15075.7,13552.4,36690.8,37096.3,36294.4,39975.1,24770.0,
14315.3,11491.9,37257.2,35448.6,38213.7,41026.9,24694.9,
13869.4,11334.0,35622.9,36169.1,37759.4,38538.9,24911.3,
15847.3,11853.1,36903.8,37458.6,36075.1,40547.9,24880.2,
13105.7,11239.3,37273.9,30115.4,36166.2,38793.7,25346.4,
14004.0,11406.3,36800.5,35671.8,36099.9,41405.2,25049.7,
13106.1,12449.6,36245.9,34491.9,37253.7,39322.8,24905.9,
14744.6, 9185.3,35287.2,34777.1,37959.5,39936.6,25012.8,
12930.2, 6979.9,33069.6,36892.0,37177.6,40127.5,25294.2,
13973.3, 6166.4,39094.8,36331.1,38934.5,41418.3,25179.9,
18321.1, 8276.6,36820.0,34368.3,38196.4,39913.3,25113.4,
13876.6,10408.8,36605.3,37145.9,36321.8,40496.9,25226.6,
